age,gender,category,content,answer_category,answer_content,points
4歳,男の子,日常系,なぜシャボン玉はできるのか。,こども向け,石鹸による膜ができるから。,これくらいの理由しか思いつかなかったので、あとは手ぶりでせつめいしました。
4歳,男の子,日常系,なぜシャボン玉はできるのか。,こども向け,もっている液体が魔法の液だからだよ。,魔法の液と伝えたらおばあちゃんが石鹸からつくってたと聞き、冷や汗ものでした。
4歳,男の子,日常系,おじいちゃんにポテトチップスとジュースをもらって食べたらいつもお腹が痛くなる,ママ・パパ向け,私はお菓子類は一切食べさせないのですがおじいさんか孫にこっそり買ってあげているのです。食べるといつもお腹が痛くなるみたいです。子供に水と油は相性が悪いんだよと教えています。,おじいさんに子供にお菓子をお菓子とジュースを与えないでください。と再三頼んでも与えていますので私の言った事は耳に入っていないみたいです。子供には体に悪い食べ物だから食べてはいけないよと教えています。
4歳,男の子,日常系,なんで電車は蒸気が出ないの？,こども向け,電気で走る電車は電池で走るおもちゃのものと同じように煙は出ないんだよ。,身近なものでせつめいしました。
4歳,男の子,日常系,なんで電車は蒸気が出ないの？,こども向け,SLは蒸気がでるけど、電車は電気で走るから見えないんだよ。,分かるかわからないか微妙ですが構造の違いを説明しました。
4歳,男の子,日常系,なぜ早く寝ないといけないの。,こども向け,寝ている間に大きくなれるチャンスがあるから寝ないといけないよ。,成長ホルモンの分泌なんて言ってもわからないのでオブラートに包みました。
4歳,男の子,日常系,寝ないといけないの？,こども向け,鬼さんが夜には動き回るからだよ。,鬼が夜行性なのかわかりませんが祖父がよく使ってました。
4歳,男の子,日常系,絵具をまぜたら色が変わるのはなぜか,こども向け,それぞれの色も混ぜて作られたものだから変わるんだよ。,自分でも説明しづらいのでイメージで答えました。
4歳,男の子,自然系,ママはどうして太っているの,ママ・パパ向け,"産後太りでなかなか痩せることが出来ませんでした。
 
 お友達にもママ太ってるねと言われたらしいのです。
 
 私は一大決心をしました。子供達とプールに行きたかったからです。夜1食をダイエットシェイクにしました。1ヵ月半でマイナス15キロのダイエットに成功しました。身体も軽くなりました。水着も新しく購入しました。子供達も私が痩せたので大喜びしています。子供には頑張ってダイエットしたんだよと教えました。","子供が母親が太っていることをとても嫌がります。
 
 ましてやお友達にも言われたそうですので私が一大決心をしてダイエットしました。私がダイエットできたのも子供のおかげだなと思います。"
4歳,男の子,日常系,赤ちゃんのときお腹の中で何してた？,こども向け,"ママのお腹の中で、お水で泳いだり、ご飯を食べたり、寝ていたりしていたよ。
 
 ママがお話してると、ママのお腹を足でキックしてお話してくれてたよ。",お腹の中での様子は想像しにくいと思い、赤ちゃんに関連した絵本を読み聞かせしました。
4歳,男の子,日常系,パパとママはどうしてけんかをしないの,ママ・パパ向け,"私達夫婦は子供の前では喧嘩をしないようにしています。子供に喧嘩をすると嫌な思いをさせてしまいます。
 
 パパとママはすごく仲がいいんだよと教えています。","やはりいざこざがあって喧嘩をする時もあります。
 
 子供の前では見せないのが立派な親だと思います。
 
 私達夫婦は話し合う時は向き合って話し合っています。
 
 子供にはいつもにこやかで仲まずましくしています。"
4歳,男の子,自然系,なぜ虹はできるの？,こども向け,虹は雨が作ったプレゼントだよと言いました。,4歳ではまだ理解できないので、少しでも興味を持てるように回答しました。
4歳,女の子,日常系,どうして子供は早く寝ないといけないの？,こども向け,ねているあいだにからだがおおきくなるんだよ。それにたくさんねないとつぎのひぼぉーっとしちゃうから。,"大きくなりたい！という子供の言葉もあり、寝ている間に成長ホルモンがと言ってもまだわからないので簡単にいいました。
 
 あとは眠くてぼぉーっとしてると楽しく遊べないってことを伝えました"
4歳,男の子,日常系,どうして僕は女の子になれないの？,こども向け,"ママのお腹に入る時に、男の子か女の子か決まって入ってくるんだ。お腹の中の様子をみることができるお医者さんに生まれる前に、男の子ですって教えてもらってすごくうれしかったよ。
 
 でも大きくなっても女の子がよかったって思って苦しくなったらママに教えてほしいな。",どうやって男の子になったのかではなく、女の子がよかったと思っていそうな言動が普段からあったため、大きくなってからのSOSの出し方を少しでも覚えていてほしいため。
4歳,男の子,自然系,虫はどこで寝るの？,こども向け,土の中にお家があったり木の中で眠るよ。寒くないところで寝る虫が多いんじゃないかな？,土の中をほじくり返したりしてしまうのでおうちがあると伝えおうちは壊しては行けないと考えるようにしました
4歳,女の子,日常系,どうしてお父さんがいないの？,ママ・パパ向け,「お父さんは別の道を歩んでいて、もう一緒には暮らさないけれど、お母さんはずっと一緒にいるから大丈夫だよ。でも、人はいつか死ぬから、それまでの時間を大事にしよう。」と話しました。,"ポイントといたしましては、
 
 ・嘘をつかず本当のことを言う。
 
 ・いつかは誰もが死ぬ事を伝える。
 
 ・子供に愛情を伝える。
 
 
 
 を意識して答えました。
 
 難しい言葉でも、4歳なら概ね理解しているようでした。"
4歳,男の子,日常系,どうして大人はお正月にお年玉をあげるの,ママ・パパ向け,大人になるとお正月にお年玉を子供に上げるのは昔からの風習なんだよと教えています。私は子供がもらったお年玉は子供貯金に貯金をしています。将来のために備えてです。大きくなって貰った時に有難いと思ってくれると嬉しいです。,ママやパパも小さい頃はもらっていたんだよと教えました。子供は私がずっとお年玉をあげていますので小さい頃にもらっていたとは思っていませんでした。お年玉はお金の有難さを理解する良い機会だと思います。
4歳,男の子,自然系,お月さまはどうして形が変わるの？,こども向け,お月さまにはウサギが住んでいて、うさぎさんがお腹がすくと月をかじるんだよ。かじったときにはお月さまは細くなり、お腹いっぱいになると元の大きさに戻るんだよ。,まだ四歳の子に、月の見え方について専門的に説明しても到底分かるわけはないので、うさぎさんの物語のように伝えてみた。
4歳,女の子,日常系,どうして夜になったら真っ暗になるの？,こども向け,〇〇はどうして真っ暗になるんだと思う？きっと夜になったら、みんな寝る様に、お空もおやすみするんだと思うよ。,まずどうしてだと思う？と聞いてみます。考えることはいいことだと思うので、かんがえさせて自分の意見を聞きます。どんな意見でも否定は絶対にしないで、受け止めます。そして、私の意見を言って、他人と違う意見があることを教えます。
4歳,女の子,日常系,どうしても意地悪な子がいるの？,こども向け,意地悪したくて意地悪する子はいないと思うよ。多分意地悪するのが楽しいんじゃないかな？楽しくないよ嫌だよって言ったら伝わるかもしれないよね。,わざとじゃない、考え方の違いだと言うのが伝わるようにしました。
4歳,男の子,日常系,なぜパパとママはギューってしているの？,こども向け,パパとママは仲良くしないと悲しくなるでしょ。だからいつも仲良くする為にギューってしているんだよ。,"嫁さんとのコミュニケーションが日常的に少なくなってきておりすれ違いも多くなりつつある為お互い話し合った結果朝出勤する前にハグをして出勤する様にしました。
 
 朝晩する事によってお互いの愛情表現の一つと考えて提案しやり始めました。"
4歳,男の子,日常系,おばあちゃんが口の中で食べている物を食べさせる,ママ・パパ向け,赤ちゃんの頃から思っていましたが、自分の口に入れた食べ物を子供に食べさせると言う悪い習慣を自分もされていたみたいで私の子供にもします。子供には口の中はきたないからおばあちゃん口の中の物を食べさせないでねと言いなさいと言い聞かせています。,大変非常識だと思います。見ていて汚いです。私がいる前でも平気で口の中に入れますので私の声など全く耳に入っていません。おばあちゃんは我が道を進むタイプですのでとても困っています。
4歳,女の子,日常系,どうして横の信号が青なのに渡ったら進んだらダメなの？,こども向け,ママ（子供に語り掛けるように）達が、進もうとしているのは今はまっすぐだよね。でも、横を通りたい人もいるよね。だから、横が青なら横の人を通してあげたら、次はママたち通れるようになっていいんじゃないかな？,今自分が動けないことに対してのもやもやしてる気持ちを感じたので、自分たちが進みたい気持ちだけではなく他の歩行者、車にも目を向けて平等になっていることを伝えたかったです。
4歳,女の子,自然系,どうして恐竜は死んじゃったの？,こども向け,6500万年前にメキシコという国に大きな星が落ちてきて地球が寒くなってしまったから暮らしにくくなってしまったんだよ。でも、恐竜は鳥に進化したから滅びてはいないよ。恐竜の子孫が鳥なんだよ。,やはりダイレクトに「死」「滅び」というものを話すのには抵抗がありました。少しずつ伝えていきたいですが、まずは子供が現在接することができる知識に結びつけて話しました。
4歳,女の子,自然系,どうしてサルは人になったの？,こども向け,サルの中で、長い時間をかけて木から降りて歩きだした種類があったんだよ。歩けば手を使えるようになるから道具が使えるし、色々なことを考えられるようになったんだよ。,身近な疑問から自分たちの存在意義、由来などを幅広く考えてくれるようになってほしいとの思いからこう答えました。
4歳,女の子,日常系,トイレの水はどこへ行くの？,こども向け,地面の中の管を通って、「終末処理場」という大きな工場みたいなところに行くんだよ。そこできれいになるお掃除をしてあげて、川に帰してあげれば魚も安心して泳げるんだよ。,環境を大事に思う子になってほしくて、一生懸命伝えました。
4歳,女の子,自然系,どうして動物から人間は生まれないの？,こども向け,生き物にはそれぞれ体が持っている設計図があって、赤ちゃんは親と同じに生まれてくるからだよ。だからウサギの子はウサギなんだよ。,「遺伝子」「遺伝」の概念をわかってもらえれば今後の理科の学習にも役立つかなと思いましが、伝えるのに苦労しました。
4歳,女の子,科学系,車のおもちゃはどうやって走ってるの？(後ろに引くと走るおもちゃ),こども向け,後ろに動かすとゼンマイっていうネジがクルクル巻いて、手を離すと巻いたゼンマイが動いて前に進むんだよ。,車の構造を知る機会だと思います。
4歳,女の子,自然系,虹ってどうやってできるの？,こども向け,雨が降っているところや降った後に太陽の光が当たって、キラキラ光って見えるんだよ。,"紫外線がとか言っても分からない年なので、分かりやすく伝えたいと思います。
 
 小さな子どもはキラキラなど擬音語を使うと伝わりやすいと思います。"
4歳,男の子,日常系,なんでお母さんの股間にはおちんちんが生えていないの？と聞かれました。,こども向け,世の中には男の子と女の子がいて、男の子は女の子に優しくしなきゃいけないんだよと伝えました。,女の子には優しくしてあげられるようにというメッセージもこめて伝えました。
4歳,女の子,日常系,神様ってどこにいるの？,ママ・パパ向け,"神様はね、みんなの事を見てくれているんだよ。
 
 だからあまりにも近くにいると、みんなの姿が全体的に見えないでしょ？
 
 だから神様はお空で、みんなの事を見守っているんだよ。",目に見えるものだけを信じさせるのではなく、お空から見守られているという事を意識して、誰も見ていないところでもきちんとした大人になってもらいたかったからです。
4歳,女の子,日常系,なんでお野菜を食べないといけないの。,こども向け,お野菜には、体にとっても大事なパワーがあるんだよ。お野菜もしっかり食べて、ご飯もお肉もモリモリ食べると元気いっぱいになって、たくさん遊べるようになるよ。お肌もてるつるになって今よりももっと可愛くなれるんだよ。,野菜は体に必要で大事なことを伝えたかったので、このような回答をしました。
4歳,男の子,自然系,どうして僕とお姉ちゃんの体は違うの,こども向け,娘と息子の体つきが違うことを息子に質問されました。男の子と女の子の体になる事を神様が決めて下さったんだよと教えています。,確かに男の子と女の子の体つきは違いますので気になってきているとは思います。神様が男の人か女の人かを決めて下さってると知って子供は納得していました。
4歳,男の子,日常系,どうして野菜を食べなきゃいけないの？,こども向け,"野菜を食べると、体の調子が良くなるんだよ。病気になりにくくなるよ。
 
 ちなみに、ご飯を食べると、元気が出るよ。
 
 肉や魚を食べると、体が大きくなるんだよ。","野菜も体にとって重要な食べ物なのだ、食べた方が得だ、と知ってほしかったからです。
 
 ついでにご飯やたんぱく質の話をしたのは、いろんな食材をバランスよく食べることが大切だと知ってほしかったからです。"
4歳,男の子,日常系,2月3日は鬼は家の中にくるの？,こども向け,"鬼はおうちの中に来て、一緒に豆をまいて、鬼は外、福は内と声を出すんだよ。
 
 それはね、みんなに良いことが起こりますようにって鬼にお願いするためなんだよ。",節分の行事についての説明。季節のイベントや行事を一緒に楽しめるように鬼をあまり怖がらせないように伝えた。
4歳,男の子,日常系,どうしていつも宝くじは当たらないの,こども向け,"毎年年末ジャンボ宝くじを買っています。
 
 親子で宝くじを広げながら当選発表を見るのが楽しみです。私は子供に宝くじはお金持ちにしか当たらないんだよと教えました。",どうしてお金持ちにしか当たらないの？と言う質問に対してお金持ちの方々は宝くじを貧しい暮らしの方々に寄付しているんだよと教えました。普通の家庭の人にはなかなか当たらないものなんだよと子供に教えました。
4歳,男の子,日常系,大人はどうしてかぜを引かないの,こども向け,子供のうちはかぜを引きやすいです。抵抗力との戦いです。子供には大人になるとうがい手洗いを沢山して風邪の菌に負けないようにするからだよと教えています。,かぜの菌に負けない食べ物を沢山たべて風邪菌を退治しないといけないから栄養のある食べ物を沢山食べて風邪菌を退治するんだよと子供に教えました。
4歳,女の子,日常系,結婚式のテレビを見て なんで泣いてるの？,こども向け,このお父さんの子供が結婚して、少し寂しいし、嬉しいからだよ。〇〇ちゃんも結婚する時はパパも泣くと思うよ。,結婚式のテレビで新婦の父親が泣いているのを不思議に思った娘に、結婚する時はパパもこんな感じになることを伝えたかったから
4歳,女の子,日常系,どうして女の子の水着はお胸を隠してるの？,こども向け,"大人になったら女の子はお胸が大きくなるでしょ？
 
 お胸が大きいと支えないといけないし、見えちゃうと恥ずかしいって思うから隠してるんだよ。
 
 子供の女の子も、大人の女の人になった時の練習で隠してるんだよ。",男性、女性の性差を意識し出している年齢なので身体的特徴を捉えつつ、自分の身をしっかり守る（水着ゾーンは人に見せないもの）という意識を伝えようとした。
4歳,女の子,日常系,なんで、ワンチャンはお口だけでご飯をたべても大丈夫なの、？,ママ・パパ向け,"子どもから、質問です。丁度食事の指導を行い始めた時期で、質問された親も返答に困りました。
 
 なぜ、ワンちゃんはお口だけ使ってご飯を食べてるのに、私（当時4歳の女の子）は、ちゃんとお箸やスプーンを使ってご飯を食べなければならないのか？私もワンちゃんの様に口だけで食べたい！お箸やスプーンをつかいたく無い！と言った趣旨の質問だと解釈しておりましたが、何せ幼児の質問ですから適当にあしらう事もできましたが、自立心が丁度芽生えてきた時でしたので、親としてはきちんと回答を行う必要があるのではないか？と親バカな私達は考えさせられました。色々と教えたのち、人間である！
 
 と哲学的な回答を下しワンちゃんと違うと言った次第です。",自立心が芽生えてくると、時には哲学者な質問をしてきます。適当な回答より、哲学に沿った回答を心がける事も教育には必要ではないでしょうか？
4歳,女の子,日常系,煙突ないけどサンタさんは来ないの？,こども向け,"煙突ない家は、窓から入ってくるのかね？
 
 母さんも見たことないからわからないわ。",煙突がないからサンタが来ないかもと思ったのに可愛いなと思いながら、適当なことは言えないので会ったことないと伝えました
4歳,男の子,日常系,大人になると何でも早く出来るようになるの,ママ・パパ向け,自分は大人のように早く物事をこなす事が出来ませんので、大人のように何でも早く出来るようになりたいと思っています。子供の小さい手で一生懸命に何でもこなしている姿を見てる親は感動です。,子供には大人になると体も成長して手も大きくなるから何でも出来るようになるよと教えています。親としましてはまだまだ小さいままで成長しないでほしい気持ちでいっぱいですが子供は日々成長しています。
4歳,女の子,日常系,なんで〇〇には買って〇〇には買ってくれないの？,こども向け,"〇〇にはさっき絵本買ったでしょ？
 
 〇〇はさっき我慢したからだよ。",決して意地悪をしているわけではないことを伝わるように言いました。さっき買ってもらった物を思い出させて自分も買ってもらっていることを思い出させました
4歳,女の子,日常系,テレビのニュースを見ながら この人何したの？,こども向け,"悪いことしたのに、悪いことしたのかしてないのか言わずに、仕事せずに休んで逃げたから、お巡りさんが調べに行ったんだって。
 
 いけないねー。",ニュースの質問に答えるのは難しい場合が多いですが、なるべくわかりやすく伝えるようにしています。
4歳,男の子,日常系,どうして幼稚園に行かないといけないの？,こども向け,お友達が待ってるからだよ。,朝起きるのが嫌で、行きたくないと言われます。お友達や先生が、幼稚園に○○が来ないと泣いちゃうよ!!と言ってみんなが待ってることを伝えています。
4歳,男の子,哲学系,どうしていつもお腹がすいちゃうの？,こども向け,いっぱい動いて、お腹の中のものを使っちゃったからだよ。,幼稚園から帰ると、いつもお腹がすいたと言います。空腹になる理由を子どもに分かりやすく教えました。
4歳,男の子,日常系,どうしてママは毎日忙しいの,ママ・パパ向け,"小さい子供のいる母親は朝から皆んな忙しいです。
 
 それを子供はちゃんと見ています。
 
 子供にはママが忙しいのは家族皆んなのためなんだよと教えています。家族が出かけるまではフル稼働です。","私が朝から忙しくしていることを子供はちゃんと見ていました。朝の慌ただしさがどこの家庭も一緒だと思います。
 
 家族を出勤させるまでの母親はフル稼働です。"
4歳,男の子,日常系,どうして、おじいちゃんの歯はとれるの？,こども向け,歳をとると髪の毛とか歯が抜け落ちることがあるの。歯がないとご飯が食べられないでしょう。だから、入れ歯という作り物の歯をつけているのよ。,みんなの歯がとれるわけではないことを知ってもらいたくて、プロセスを話しました。
4歳,男の子,日常系,どうして食べ過ぎたらいけないの？,こども向け,お腹が風船みたいに膨らんで、痛い痛い、っていうからよ。,子どもに身近な風船を使って、イメージしやすいように説明しました。
4歳,女の子,自然系,お月さんは毎日、形が変わるの？,こども向け,お月さんはずっとまん丸だけど、形が変わるのは地球が太陽の光を邪魔してて、影になっちゃうからだよ。,地球と太陽を理解してたので、月がもともと丸くて形が変わらないことを伝えるの事がポイントです。
4歳,女の子,日常系,なんで母さんは指輪してないの？,こども向け,"ご飯作ったりする時に邪魔になるし、あんまりつけるの好きではないからね。
 
 でも、ちゃんとあるよ。見る？","結婚指輪をしてないことに疑問をもったみたいです。
 
 一応あることを伝えて見せました。"
4歳,女の子,日常系,3ってどうやって書くの？,こども向け,ぷりっぷりって書くんだよ。,効果音をつけてイメージしやすくしました
4歳,女の子,自然系,なんでシートベルトするの？,こども向け,運転中に車が揺れたときに自分も一緒につられて揺れると車の壁とかにぶつかって痛い思いをするからだよ。そうゆう事が起きないように事前にちゃんと身体を守るためだよ。,噛み砕いた説明でかつ意味がストレートに伝わる言葉で話すこと
4歳,男の子,日常系,どうしてお野菜を食べないといけないの,こども向け,"お野菜には、栄養がたくさん入っているから、毎日、しっかり食べると、元気で大きくなれるからだよ。
 
 お野菜を食べないと、うんちが出にくくなってお腹が痛くなることもあるんだよ。","野菜が成長に重要である点を伝えたかった。
 
 また、野菜不足が招くマイナス点を子供でも利害出来るよう具体的に伝えたかった。"
4歳,男の子,日常系,何で僕は保育園に行くの？,こども向け,（息子の夢の）警察官になる訓練だよ。今日お仕事行きたくないなーって、お仕事いかない警察官がいたら大変でしょう？今のうちから、ちょっとくらい嫌でも我慢してお仕事にいく訓練をしているんだよ。,実際、社会生活訓練だと思うので、そのままを伝えた
4歳,男の子,日常系,何でパジャマからお着換えするの？,こども向け,パジャマで保育園行って、あなたはどうなの？,子どもから自発的に「恥ずかしい」という言葉が出た方が、意欲が上がるかと思って疑問形にした。
4歳,男の子,日常系,何でパパとママはお仕事に行くの？,こども向け,お金を稼がないと、ゴハンもおもちゃも買えないし、おうちに住めなくなって、あなたとパパとママが一緒にいられなくなっちゃうんだよ,実際にそうだと思うので、そのままを回答。
4歳,男の子,日常系,何で、うちの猫は外に出したらいけないの？,こども向け,びっくりして何処かにいって迷子になっちゃって帰ってこられなくなったり、交通事故で死んじゃうかもしれないから、おうちにいるの。猫もおうちがいいって言ってるんだよ。,まさにそのままだったので、そのままを回答。
4歳,男の子,哲学系,何で、うちの猫は僕のことが好きなの？,こども向け,あなたのことを可愛いと思っているんだよ。兄弟だと思ってるんだよ。,猫と仲良くするのは、情操的に良いことだと思ったので。
4歳,男の子,自然系,何で、お月様はずっと僕についてくるの？,こども向け,あなたのことが好きだよーってついてくるんだよ,事実の説明はまだ難しいと思ったので、世界があなたを受容しているということを伝えた
4歳,男の子,日常系,何で日本なのに、アメリカの人がいるの？,こども向け,どこの国に、どの人がいてもいいんだよ。あなたも「日本人だ！」って指さされるのは嫌でしょ？だからあなたも、「アメリカ人だ！」って大きな声で言わないんだよ。,差別意識を持ってもらいたくなかったので。
4歳,男の子,日常系,何であのひと車椅子に乗ってるの？,こども向け,脚がうまく動かないんだって。ママの眼鏡と同じだよ。苦手なところを、ああやって苦手じゃないようにしてるんだよ。ママやあの人みたいに、自分の苦手なところをカバーするものを使っている人はいるんだよ。,障害者への理解を深めたいと思ったから
4歳,男の子,日常系,何で、録画したテレビが消えちゃったの？,こども向け,古いとね、消えてっちゃうんだよね。,あまり観ない録画番組を消した後に、久々に観たいと言い出したので、その言い訳として。あと、全部は撮りだめて置けないという警告として。
4歳,男の子,科学系,宇宙人て本当にいるの？,こども向け,私自身も宇宙人に出会った事はありませんが夢で見たことはあります。夢で見た事を子供に話しました。宇宙人は鉄仮面のような感じでした。目はまん丸でとても可愛らしい顔をしていました。子供も興味津々で会ってみたいと言っていました。,"宇宙人は本当にいると思っています。
 
 私が夢の話をしたので信じているみたいです。
 
 YouTubeで見ると実際に宇宙人はいるそうです。
 
 でももし出会ってしまったらかなり怖いと思います。"
4歳,男の子,日常系,どうしてYouTubeたくさんみれないの？,ママ・パパ向け,今、ゲームやYouTubeをみすぎて、目が悪くなったり、また脳にも影響がでて、思春期になり、物事へのやる気がでなくなったり、体調が整わずに朝起きれなくなってしまう依存症というものが懸念されています。脳が成長する９歳までは、特に大切な時なので、時間を決めて楽しむことが大切。また、時間や約束を守ってけじめを持つことは、生きていく中で必要で、自分のためになります。,楽しいことはいつまでもやりたいよね、と共感はしつつ、でも、それをしてしまうと、この先に自分を苦しめてしまうかもしれないリスクがあることを伝えたいです。目をみて手を握り、静かに話すと子供も聞いてくれます。あなたのために、言っているんだよ！と伝えます。
4歳,女の子,日常系,何でパパママの上にのってるの？,こども向け,何と答えていいのかわかりませんでした。,へんな答えをゆうと誤解を招きそうだったので聞かぬふりをしました。
4歳,男の子,日常系,どうしてパジャマに着替えるの,こども向け,お外で来てた服には、今日1日の汚れも付いているし、目に見えないバイ菌も付いているからだよ。,"パジャマに着替えるのを嫌がる子供に対して伝えました。
 
 目に見える汚れが無くても着替える必要がある点を理解してもらいたいと考え伝えました。"
4歳,男の子,日常系,鬼は本当にいるの？,こども向け,子供は鬼が大嫌いです。特にうちの息子は節分の豆まきが嫌いなようです。鬼は本当にいるんだよと教えています。豆をまいて追い払うんだよと教えています。息子が言うには鬼は大きいので豆では追い払えないよと言っています。,とても可愛いなと思います。鬼は大きすぎるので豆では歯が立たないと言うのです。豆を鬼にまいても豆を押しのけてしまうと言っています。大人にはとても可愛いなと思いますが本人は真剣です。真剣な眼差しが子供の感性だなと思います。
4歳,男の子,日常系,どうして恵方巻を早く食べるの,ママ・パパ向け,節分と一緒に恵方巻も食べる習慣があります。子供は恵方巻は上を向いて早く食べると言うのをお友達のパパに聞いたらしいのです。私としましては恵方巻を上を向いて早く食べたら喉に詰まらせてしまうのではないかと心配になります。子供には恵方巻は前を向いてゆっくり食べるのがお行儀が良いのだよと教えました。,恵方巻を上を向いて食べると言うのはどこか地方の慣しだとは思いますが子供はまだ喉が狭いです。そして海苔巻きと違って大きい恵方巻自体普段から食べている食べ物ではありませんのでやはり親としましては心配になります。外で恵方巻を食べる事はありませんが家で恵方巻を食べる時は切ってあげるかゆっくり食べさせた方が安心です。
4歳,男の子,日常系,ママはどうして怒るの？,ママ・パパ向け,"私は悪い事した時は厳しく叱ります。
 
 子供は母親に怒られる事をすごく嫌がります。
 
 生半可に怒ったのではいけないと思っています。
 
 でも可愛い我が子に私自身もできれば怒りたくはありません。でもメリハリをつけることが大事だと思います。
 
 怒った後は可愛い可愛いをしてあげます。
 
 そうする事で子供は素直に育ちます。","善悪をつけさせる事はとても大事だと思います。
 
 誰でも怒られて良い気持ちをする人はいません。
 
 怒った後は良い子良い子をしてあげると自分は可愛いがられている事が分かります。これは絶対に必要です。"
4歳,女の子,日常系,近所に猿が出て なんで猿がいるの？,こども向け,"山にご飯がないから山から食べ物探しにきたのかね？
 
 襲ってくるかもしれないから、猿がいても近づかないでね。",もしかしたら襲ってくるかもしれないことを伝えました。
4歳,女の子,自然系,ジンベイザメがいる水槽にダイバーさんがいて 食べられないの？,こども向け,このサメは人は食べないから大丈夫よ。,水族館で心配そうに見ていたので、食べられないことを伝えましたが、何を食べるのかまでは把握してなかったのでその場では答えられず反省です
4歳,男の子,自然系,こいのぼりは誰が取り付けてるの,ママ・パパ向け,毎年相模原の河川敷で行われています。泳げこいのぼりに行っています。1000匹のこいのぼりが出迎えてくれます。子供は手に届きそうで届かないこいのぼりをつかもうとする子供でいっぱいです。親は子供の成長を願う素敵なイベントです。河川敷で行われていますで川の流れでゆらゆらと揺れるこいのぼりがとても素敵です。,子供は誰が取り付けているのか不思議でなりません。1000匹のこいのぼりをどうやって取り付けているのだろうと気になる所です。どうやら1ヵ月以上かけてロープで吊るしているそうです。私は子供にロープでこいのぼりをつるす大変なお仕事なんだよと教えています。まさに芸術だと思います。色とりどりのこいのぼりに感動してしまいます。ゴールデンウィークは毎年こいのぼりを見に行っています。
4歳,男の子,日常系,赤ちゃんってどこからくるの？僕はどこからきたの？,こども向け,"パパとママが仲良しだとね、神様がママのお腹に赤ちゃんを運んでくるんだよ。
 
 だからね、パパとママが仲良しでいられるように、家族で協力するんだよ。","子供に対して生々しい表現は避けるべきなので、マイルドな表現で伝えることが大事です。
 
 昔は橋の下で拾ったみたいな言い方があったようですが、それでは子供が傷つきます。"
4歳,女の子,日常系,前はお母さんがやってくれたのに、何で今は一人でお片付けしないといけないの？,こども向け,"どこに何があるのか、何が自分に必要なのか、お片付けして自分でわかるようになってほしいからだよ。
 
 おもちゃがなくなっちゃったら悲しいでしょ？",少しずつでも自立して欲しかったのでこのように回答しました。
4歳,女の子,哲学系,キティちゃんの名前ってなに？,こども向け,キティ ホワイトだよ。,短くまとめて言うことがポイントです。
4歳,女の子,哲学系,ポムポムプリンの体重は？,こども向け,スイカ一個分なんだって。,短くまとめて言うことがポイントです。
4歳,女の子,哲学系,ポムポムプリンは女の子なの？男の子なの？,こども向け,男の子なんだよ。,短くまとめて言うことがポイントです。
4歳,女の子,哲学系,モノレールは遅いのに電車は早い理由を聞かれました,ママ・パパ向け,"モノレールは駅と駅の間が遅いから早いスピード出したら急に止まれなくて大変でしょ？と教えました。
 
 合っているかはわかりません・・・。","こどもが分かるように短文で教えました。
 
 だらだら話すと意味が分からなくなり結局何？となりやすいので。"
5歳,男の子,日常系,パパはなんでいつも夜遅くまでお仕事してるの？,こども向け,"パパは、家族みんなが幸せに暮らせるように頑張ってお仕事してくれてるんだよ。夜遅くまで頑張りすぎちゃう時もあるのかな。でもそれはママたちのことを大切に思ってくれてるからなんだよ。
 
 だから、パパが帰ってきたら「おかえりなさい！お仕事お疲れ様！」って言ってあげようね。",仕事の帰りが遅いと子どもたちはパパがいなくて寂しがっていました。なのでパパが何故お仕事に行っているのか。何故帰りが遅くなることもあるのか。理由をしっかり伝えてパパが家にいなくても「パパはすごい人なんだ！」と尊敬できる存在に思ってほしくてこの回答をしました。
5歳,男の子,自然系,雨はどうして空から落ちてくるのか,こども向け,地球のお水が乾いて、空気から空にあがっていって、また空で溜まってお水になって落ちてくるからだよ、と答えました。,適当なメルヘンチックな答えはしたくなくて、本当の事をわかりやすいように、説明しました。
5歳,女の子,日常系,どうして大人はコーヒーをおいしくたくさん飲むの？,こども向け,大人になるとなぜかコーヒーがおいしく感じる人が多くて、その人たちが本当にたくさんのコーヒーを一日中飲んでいるから、子供たちにそう思われちゃうし、お店にもコーヒーを置いてあるところが多いのかな。,家族や近しい大人はコーヒーが大好きだが、決してみんながみんなそうではない。色んな人がいるし、自分の周りや目にした大人がそうだからといって一括りにするのは、これからの将来に危うさを感じる。
5歳,男の子,日常系,何で車が曲がる時に、カチカチさせるの？,こども向け,"よく気が付いたね。これは、ウィンカーって言うんだよ。
 
 お散歩していて、あっちに行きたいなと思ったら、指をさすよね？
 
 車はどうかな？ 車の中で、お母さんが指をさしても、見えにくいよね。見えないと、他の車の人や、歩いてる人は、びっくりするよね。
 
 だから、指の代わりにウィンカーで、周りの人に教えてあげないといけないんだよ。
 
 じゃあ、次の道はどっちに行こうか？","まずは、子供が自分で気付いたことを褒めました。
 
 解りやすい様に、普段の子供の行動を例にして、説明をしました。
 
 また、出来る限り、子供の返事を待ちながら話を進めました。自分で考えて貰い、納得したところで、改めてウィンカーを使用するところを見せました。"
5歳,男の子,日常系,お父さんはなんでそんなに早起きするの？,こども向け,早く家に帰ってきたいからだよ。,ありのままに
